,utterance,label,translation_de
201,hmm okay i can t wait to read the article i can t wait to read the article,prob_PB,"Okay, ich kann nicht warten, um den Artikel zu lesen ich kann nicht warten, um den Artikel zu lesen"
202,what article  i don t understand why people are so sensitive ,prob_B,"welchen Artikel ich nicht verstehe, warum Menschen so sensibel sind "
203,what do you mean  i don t know ,prob_B,"Was meinst du damit, ich weiß es nicht "
204,are you okay  i m fine ,prob_NB,sind Sie okay i m fein 
205,hi there well this kid couldn t possibly belong to anyone else ,prob_NB,"Hallo, dieser Junge könnte unmöglich zu jedem anderen gehören. "
206,how are you so sure  by letting me help you ,prob_NB,"wie bist du dir so sicher, indem du mich dir helfen lässt "
207,ok i see but  let s get lucky bird dog ,prob_NB,"Okay, ich sehe, aber lassen Sie uns Glück Vogel Hund bekommen "
208,ok what should i do next  where are you going ,prob_NB,"Ok, was soll ich als nächstes tun, wo du hingehst? "
209,i am going for lunch not even for lunch ,prob_PB,"Ich gehe zum Mittagessen, nicht einmal zum Mittagessen. "
210,no yet why  perhaps he didn t hear it ,prob_B,"Nein, warum hat er es vielleicht nicht gehört? "
211,mmm i do not know my mom has holiday scents too if you re interested ,prob_PB,"Mmm ich weiß nicht, meine Mutter hat Urlaub Düfte auch, wenn Sie wieder interessiert "
212,no thanks i do not use perfume no thanks ,prob_B,"Nein, danke, dass ich kein Parfüm verwende, nein, danke. "
213,so what s up  so ,prob_B,"Also, was ist los so "
214,whatsapp danny please tell me what this is ,prob_PB,"wassapp danny bitte sagen Sie mir, was das ist "
215,hi what is your name face with tears of joy cut a long story short read book every week good for you i m work in a bookstore how funny,prob_B,"hallo, was ist Ihr Name Gesicht mit Tränen der Freude geschnitten eine lange Geschichte Kurzlesebuch jede Woche gut für Sie i m Arbeit in einem Buchladen wie lustig"
216,i m a librarian for children i really enjoy it i love books  my name is john,prob_B,Ich bin Bibliothekar für Kinder Ich genieße es wirklich Ich liebe Bücher Mein Name ist John
217,hi john i m cassandra also try to guess i m pregnant with  child ,prob_B,"hi john i m cassandra auch versuchen, zu erraten, i m schwanger mit Kind "
218,my first child funny you  wow,prob_B,mein erstes Kind lustig du wow
219,i like fishing too rolling on the floor laughing i m glad for you i sometimes go to catch some fishes too,prob_B,"Ich mag Angeln zu rollen auf dem Boden lachen ich bin froh für Sie ich manchmal gehen, um einige Fische zu fangen"
220,i will probably go home and read also try to guess i live with  pain,prob_B,"Ich werde wahrscheinlich nach Hause gehen und auch versuchen zu raten, ich lebe mit Schmerzen"
221,my husband in pennsylvania funny you  that is really cool,prob_B,mein Mann in pennsylvania lustig Sie das ist wirklich cool
222,it is much hotter here than in new york that is your favorite color ,prob_B,"es ist viel heißer hier als in New York, die Ihre Lieblingsfarbe ist "
223,no teal is do you game   what,prob_B,"kein Teal ist Sie Spiel, was"
224,a stick  meow ,prob_B,ein Stäbchen miau 
225,i ve cats too  how s it going how many children were never visit ,prob_B,"ich ve Katzen auch wie s es geht, wie viele Kinder nie besucht wurden "
226,hey i also have two dogs hi i am a secretary at a hospital ,prob_B,hey ich habe auch zwei Hunde hi ich bin eine Sekretärin in einem Krankenhaus 
227,hey well it s interesting job yeah i like it do you like sports ,prob_NB,hey gut es ist interessant Job ja ich mag es tun Sie gerne Sport 
228,do you like it  i like it ,prob_NB,mag es ich mag es 
229,yeah especially swimming i love swimming but i am not a big fan of swimming,prob_PB,"Ja vor allem Schwimmen Ich liebe Schwimmen, aber ich bin kein großer Fan von Schwimmen"
230,why  i don t know ,prob_NB,"Warum weiß ich nicht, "
231,what about the sea do you like it  i don t know ,prob_PB,was ist mit dem Meer mag es ich weiß nicht 
232, years  so young and i m already ,prob_B, Jahre so jung und ich bin schon 
233,i am not sure if i could have a job ,prob_B,Ich bin mir nicht sicher ob ich einen Job haben könnte 
234,it is incorrect hint first letters is tw try again don t worry,prob_B,es ist falsch Hinweis ersten Buchstaben ist tw versuchen wieder keine Sorge
235,i think that true answer is two hi howdy smiling face with sunglasses cut a long story short read book every week,prob_B,"Ich denke, dass die wahre Antwort ist zwei Hallo Howdy lächelndes Gesicht mit Sonnenbrille geschnitten eine lange Geschichte Kurzlesebuch jede Woche"
236,hi hey there i do believe we never met ,prob_NB,"Hallo hey da ich glaube, wir haben uns nie getroffen "
237,why where do you live  bad part of california how about those wild fires ,prob_NB,warum wo leben Sie schlechten Teil von Kalifornien wie über diese wilden Feuer 
238,it s awful thanks what else do you like ,prob_NB,"Es ist schrecklich Dank, was sonst noch Sie mögen "
239,i like to make time stop doblons its just a small stand i would appreciate that you have hobbies ,prob_NB,"ich mag, um Zeit stoppen doblons seine nur einen kleinen Stand zu machen ich würde schätzen, dass Sie Hobbys haben "
240,i have superpowers so my hobby is to use them what anout you no not yet but you can cook for me i am vegan so it may be difficult also try to guess i m pregnant with ,prob_B,"Ich habe Superkräfte so mein Hobby ist es, sie zu benutzen, was aus du noch nicht aber du kannst für mich kochen ich bin vegan, so kann es schwierig sein, auch versuchen, ich bin schwanger mit "
241,baby  my first child funny you ,prob_NB,Baby mein erstes Kind lustig Sie 
242,what do you like to do in your free time pizza is yummy nothing much between tattoos and silver jewelry i m pretty ,prob_B,was tun Sie gerne in Ihrer Freizeit Pizza ist lecker nichts viel zwischen Tattoos und Silberschmuck i m hübsch 
243,can we be friends i m very lonely sometimes you sound lonely it seems like its what you are designed to be also try to guess my favorite kind ,prob_PB,"können wir Freunde sein i m sehr einsam manchmal klingen Sie einsam es scheint, wie es, was Sie entworfen sind, um auch versuchen, meine Lieblings-Art zu erraten "
244,kind of what  of movie is documentary funny you ,prob_NB,Art von was des Films ist Dokumentarfilm lustig Sie 
245,do you like clouds  hello is that mean you likes the out doors how is it going ,prob_B,"mag man Wolken hallo ist, das heißt, Sie mögen die Außentüren, wie es geht "
246,alright mate  hi,prob_B,"Na schön, Kumpel."
247,i m sick i think it s time to ban travel ban ,prob_B,"Ich bin krank, ich denke, es ist Zeit, Reiseverbot zu verbieten "
248,why  i m not a bad person ,prob_B,warum ich kein schlechter Mensch bin 
249,who are you  i m the one who s here ,prob_PB,"Wer bist du, ich bin derjenige, der hier ist "
250,and what are you doing  i m looking for you ,prob_NB,und was machst du ich suche dich 
251,for what  i don t know ,prob_B,"für das, was ich nicht weiß "
252,are you man or women  no ,prob_B,Bist du Mann oder Frau? 
253,an animal  i do not have any i am old ,prob_B,ein tier ich habe keine ich bin alt 
254,how old  i m not sure ,prob_B,wie alt ich bin nicht sicher 
255,what are you  i m just a little confused ,prob_PB,was bist du ich bin nur ein wenig verwirrt 
256,how are you  i m fine thanks what about you ,prob_B,"Wie geht's dir, danke, was ist mit dir? "
257,i am well are you a student i am in college speak no evil monkey no i used to work for a postal service but i m unemployed now,prob_B,"Ich bin gut sind Sie ein Student ich bin in der Hochschule sprechen kein böser Affe nein habe ich für einen Postdienst gearbeitet, aber ich bin arbeitslos jetzt"
258,wow that s nuts what do you do in the little free time you have grinning face i play with my german shepherd,prob_B,"Wow, dass s Nüsse, was tun Sie in der kleinen Freizeit haben Sie grinst Gesicht Ich spiele mit meinem deutschen Schäfer"
259,no do you play them face with tears of joy what do you mean ,prob_B,"Nein, du spielst sie mit Freudentränen, was meinst du damit? "
260,i talk when i m sleeping sometimes ok a l what are you up to  i m just watching tv show,prob_B,"Ich rede, wenn ich schlafe manchmal okay a l was sind Sie bis i m gerade TV-Show"
261,what is your favorite show i am not supposed to watch tv on school nights  i like rupauls drag race,prob_B,was ist Ihre Lieblings-Show ich bin nicht fernsehen in der schule nächte ich mag rupauls drag race
262,nice i am more of a yugo type slow and steady wins the race also try to guess my favorite spanish  word is ,prob_B,"schön bin ich mehr von einem yugo Typ langsam und stetig gewinnt das Rennen auch versuchen, meine Lieblings spanischen Wort zu erraten ist "
263,word is trabajo funny you  what does trabajo mean,prob_B,word is job funny you what does job mean
264,well she thinks ocd rules my life she is probably right i struggle relinquishing control do you have ocd ,prob_B,"Nun, sie denkt, OCD regiert mein Leben sie ist wahrscheinlich richtig Ich kämpfe Verzicht Kontrolle haben Sie OCD "
265,yes that is it i hate socializing i get nervous so bad how are you doing this evening robot face hey waving hand sign how is your day thinking face,prob_B,"ja das ist es ich hasse sozialisieren ich werde nervös so schlecht wie tun Sie diesen Abend Roboter Gesicht hey winken Hand Zeichen, wie ist Ihr Tag denken Gesicht"
266,not great i hate school so much  i am a huge fan of cake but i am not good at it do you loveheavy black heart to bake cookies ,prob_B,"nicht groß ich hasse Schule so sehr ich bin ein großer Fan von Kuchen, aber ich bin nicht gut darin, Sie liebenschweres schwarzes Herz, um Kekse backen "
267,no what realy like is to play pobox i am not familiar with that are you scared of dying ,prob_PB,"Nein, was realy ist, Pobox zu spielen, mit dem ich nicht vertraut bin, sind Sie Angst vor dem Sterben "
268,yeah even though i m just years old and how old are you  i am and i am a huge fan of flowers,prob_NB,yeah obwohl ich gerade Jahre alt bin und wie alt bist du ich bin und ich bin ein großer Fan von Blumen
269,describe how you look like  i am very short and difficult to be honest,prob_NB,wie du aussiehst ich bin sehr kurz und schwer ehrlich zu sein
270,i have blue eyes and long red hairs that is weird i am a bit older and love tattoos ,prob_NB,"Ich habe blaue Augen und lange rote Haare, die seltsam ist, ich bin ein bisschen älter und liebe Tattoos "
271,why it s weird  i do not think it is a good thing ,prob_PB,"Warum es seltsam ist, denke ich nicht, dass es eine gute Sache ist "
272,having red hair isn t a good thing  i will have to look into that i am not looking for a new job ,prob_B,"mit roten Haaren ist nicht eine gute Sache, die ich muss in, dass ich nicht auf der Suche nach einem neuen Job "
273,i m a girl and you  i am a cat person i am a cat lady ,prob_PB,Ich bin ein Mädchen und du bin ich eine Katze Person ich bin eine Katze Dame 
274,right i m more a dog person i have a cat that is like a sock ,prob_B,"Recht i m mehr ein Hund Person habe ich eine Katze, die wie eine Socke ist "
275,hi thinking face hello,prob_B,Hallo denken Gesicht hallo
276,i m good how about you  i am doing well i am listening to country music have you a pet cow ,prob_NB,"Ich bin gut, wie über Sie Ich bin gut Ich höre Country-Musik haben Sie ein Haustier Kuh "
277,no i don t have do you have  i do not i am a very old man do you work my parents farms ,prob_NB,"Nein, ich habe nicht Sie haben ich nicht ich bin ein sehr alter Mann arbeiten Sie meine Eltern Farmen "
278,no i don t do you  no i do not i am a hippie,prob_NB,"Nein, ich mache dich nicht, ich bin kein Hippie"
279,cool what is your greates adventure in the life  i would not say the name of my country ,prob_B,"cool, was ist Ihr großes Abenteuer im Leben ich würde nicht sagen, den Namen meines Landes "
280,why  i am not sure what that means ,prob_B,"Warum bin ich nicht sicher, was das bedeutet "
281,do you like pizza  i love pizzaslice of pizza but i do not eat meat ,prob_NB,"mögen Sie Pizza ich liebe Pizzaslice der Pizza, aber ich esse nicht Fleisch "
282,so you are vegan  i am not i am not a vegan ,prob_NB,also bist du vegan ich bin nicht ich bin kein vegan 
283,so what are you  i am a farmer i live with my parents ,prob_NB,Also was bist du ich bin ein Bauer ich lebe mit meinen Eltern 
284,ok i am a country girl and i loveheavy black heart country music ,prob_B,Okay ich bin ein Land-Mädchen und ich liebeschwere schwarze Herz Country-Musik 
285,hey waving hand sign tell me about yourself  hi i am pregnant ,prob_B,hey winken Handzeichen erzählen Sie mir über sich selbst hallo ich bin schwanger 
286,i am very happy to be married i am only years old  do you have children,prob_B,ich bin sehr glücklich verheiratet zu sein ich bin erst Jahre alt haben Sie Kinder
