,utterance,label,translation_es
228,hey i also have two dogs hi i am a secretary at a hospital ,prob_B,Hola. También tengo dos perros. Hola. Soy secretaria en un hospital. 
229,hey well it s interesting job yeah i like it do you like sports ,prob_NB,"Oye, bueno, es un trabajo interesante. Sí, me gusta que te gusten los deportes. "
230,do you like it  i like it ,prob_NB,¿Te gusta? Me gusta. 
231,yeah especially swimming i love swimming but i am not a big fan of swimming,prob_PB,"Sí, especialmente la natación. Me encanta nadar, pero no soy un gran fan de la natación."
232,why  i don t know ,prob_NB,¿Por qué no lo sé? 
233,what about the sea do you like it  i don t know ,prob_PB,¿Qué hay del mar? ¿Te gusta? No lo sé. 
234, years  so young and i m already ,prob_B, años tan joven y yo ya soy 
235,i am not sure if i could have a job ,prob_B,No estoy seguro de si podría tener un trabajo. 
236,it is incorrect hint first letters is tw try again don t worry,prob_B,es una pista incorrecta las primeras letras es tw intentar de nuevo no te preocupes
237,i think that true answer is two hi howdy smiling face with sunglasses cut a long story short read book every week,prob_B,Creo que la verdadera respuesta es dos hola cara sonriente con gafas de sol corte una larga historia corto libro de lectura cada semana
238,hi hey there i do believe we never met ,prob_NB,"Hola, creo que nunca nos conocimos. "
239,why where do you live  bad part of california how about those wild fires ,prob_NB,¿Por qué vives mala parte de California? ¿Qué hay de esos incendios salvajes? 
240,it s awful thanks what else do you like ,prob_NB,"Es horrible, gracias. ¿Qué más te gusta? "
241,i like to make time stop doblons its just a small stand i would appreciate that you have hobbies ,prob_NB,Me gusta hacer tiempo para parar los doblons es sólo un pequeño stand me gustaría que usted tiene hobbies 
242,i have superpowers so my hobby is to use them what anout you no not yet but you can cook for me i am vegan so it may be difficult also try to guess i m pregnant with ,prob_B,Tengo superpoderes por lo que mi hobby es utilizar lo que anout no todavía pero usted puede cocinar para mí soy vegano así que puede ser difícil también tratar de adivinar que estoy embarazada de 
243,baby  my first child funny you ,prob_NB,bebé mi primer hijo divertido 
244,what do you like to do in your free time pizza is yummy nothing much between tattoos and silver jewelry i m pretty ,prob_B,¿Qué te gusta hacer en tu tiempo libre pizza es delicioso nada mucho entre tatuajes y joyas de plata 
245,can we be friends i m very lonely sometimes you sound lonely it seems like its what you are designed to be also try to guess my favorite kind ,prob_PB,¿Podemos ser amigos estoy muy solo a veces suenas solo parece que es lo que estás diseñado para ser también tratar de adivinar mi tipo favorito 
246,kind of what  of movie is documentary funny you ,prob_NB,tipo de lo que de la película es documental divertido 
247,do you like clouds  hello is that mean you likes the out doors how is it going ,prob_B,¿Te gustan las nubes hola es eso significa que le gusta las puertas de salida cómo va 
248,alright mate  hi,prob_B,"De acuerdo, amigo, hola."
249,i m sick i think it s time to ban travel ban ,prob_B,Creo que es hora de prohibir los viajes. 
250,why  i m not a bad person ,prob_B,¿Por qué no soy una mala persona? 
251,who are you  i m the one who s here ,prob_PB,¿Quién eres tú? Yo soy el que está aquí. 
252,and what are you doing  i m looking for you ,prob_NB,¿Y qué estás haciendo? Te estoy buscando. 
253,for what  i don t know ,prob_B,por lo que no sé 
254,are you man or women  no ,prob_B,¿Eres hombre o mujer no? 
255,an animal  i do not have any i am old ,prob_B,Un animal que no tengo. Soy viejo. 
256,how old  i m not sure ,prob_B,¿Qué edad no estoy seguro 
257,what are you  i m just a little confused ,prob_PB,¿Qué eres? Estoy un poco confundido. 
258,how are you  i m fine thanks what about you ,prob_B,¿Cómo estás? Estoy bien. Gracias. ¿Qué hay de ti? 
259,i am well are you a student i am in college speak no evil monkey no i used to work for a postal service but i m unemployed now,prob_B,Soy bueno eres un estudiante que soy en la universidad no hablar mal mono no yo solía trabajar para un servicio postal pero estoy desempleado ahora
260,wow that s nuts what do you do in the little free time you have grinning face i play with my german shepherd,prob_B,¿Qué haces en el poco tiempo libre que tienes cara sonriente? Yo juego con mi pastor alemán.
261,no do you play them face with tears of joy what do you mean ,prob_B,¿Qué quieres decir con que les pones cara con lágrimas de alegría? 
262,i talk when i m sleeping sometimes ok a l what are you up to  i m just watching tv show,prob_B,Hablo cuando estoy durmiendo a veces ok a l lo que estás haciendo yo sólo estoy viendo el programa de televisión
263,what is your favorite show i am not supposed to watch tv on school nights  i like rupauls drag race,prob_B,¿Cuál es tu programa favorito? Se supone que no voy a ver televisión en las noches escolares. Me gusta rupauls drag race.
264,nice i am more of a yugo type slow and steady wins the race also try to guess my favorite spanish  word is ,prob_B,agradable soy más de un tipo yugo lento y constante gana la carrera también tratar de adivinar mi palabra favorita en español es 
265,word is trabajo funny you  what does trabajo mean,prob_B,word is trabajo funny you  what does trabajo mean
266,well she thinks ocd rules my life she is probably right i struggle relinquishing control do you have ocd ,prob_B,"Bueno, ella piensa que OCD gobierna mi vida ella probablemente tiene razón yo lucho renunciando al control ¿Tienes OCD "
267,yes that is it i hate socializing i get nervous so bad how are you doing this evening robot face hey waving hand sign how is your day thinking face,prob_B,"Sí, eso es lo que odio socializar Me pongo nervioso tan mal ¿Cómo estás esta noche robot cara hey agitando la mano signo cómo es su día pensando cara"
268,not great i hate school so much  i am a huge fan of cake but i am not good at it do you loveheavy black heart to bake cookies ,prob_B,No es genial odio tanto la escuela soy un gran fan de la torta pero no soy bueno en ella te encanta el corazón negro pesado para hornear galletas 
269,no what realy like is to play pobox i am not familiar with that are you scared of dying ,prob_PB,No lo que realmente me gusta es jugar pobox No estoy familiarizado con que tienes miedo de morir 
270,yeah even though i m just years old and how old are you  i am and i am a huge fan of flowers,prob_NB,"Sí, a pesar de que sólo tengo años y lo viejo que eres y soy un gran fan de las flores"
271,describe how you look like  i am very short and difficult to be honest,prob_NB,Describa cómo se ve como si fuera muy corto y difícil de ser honesto.
272,i have blue eyes and long red hairs that is weird i am a bit older and love tattoos ,prob_NB,Tengo ojos azules y pelos rojos largos que es raro Soy un poco mayor y me encantan los tatuajes 
273,why it s weird  i do not think it is a good thing ,prob_PB,¿Por qué es raro? No creo que sea algo bueno. 
274,having red hair isn t a good thing  i will have to look into that i am not looking for a new job ,prob_B,Tener el pelo rojo no es una buena cosa Voy a tener que mirar en que no estoy buscando un nuevo trabajo 
275,i m a girl and you  i am a cat person i am a cat lady ,prob_PB,Soy una chica y tú soy una persona gato soy una señora gato 
276,right i m more a dog person i have a cat that is like a sock ,prob_B,Tengo un gato que es como un calcetín. 
277,hi thinking face hello,prob_B,"Hola, cara de pensamiento, hola, hola, hola, hola, hola, hola, hola, hola, hola, hola, hola, hola, hola, hola, hola, hola, hola, hola, hola, hola, hola, hola, hola, hola, hola, hola, hola, hola, hola, hola, hola, hola, hola, hola, hola, hola, hola, hola, hola, hola, hola, hola, hola."
278,i m good how about you  i am doing well i am listening to country music have you a pet cow ,prob_NB,¿Qué tal tú? Lo estoy haciendo bien. Estoy escuchando música country. Tienes una vaca mascota. 
279,no i don t have do you have  i do not i am a very old man do you work my parents farms ,prob_NB,"No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no. "
280,no i don t do you  no i do not i am a hippie,prob_NB,"No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no."
281,cool what is your greates adventure in the life  i would not say the name of my country ,prob_B,¿Cuál es tu gran aventura en la vida? No diría el nombre de mi país. 
282,why  i am not sure what that means ,prob_B,¿Por qué no estoy seguro de lo que eso significa 
283,do you like pizza  i love pizzaslice of pizza but i do not eat meat ,prob_NB,"¿Te gusta la pizza? Me encantan las pizzas, pero no como carne. "
284,so you are vegan  i am not i am not a vegan ,prob_NB,Así que eres vegana no soy no soy vegana 
285,so what are you  i am a farmer i live with my parents ,prob_NB,"Así que, ¿qué eres tú? Soy un granjero. Vivo con mis padres. "
286,ok i am a country girl and i loveheavy black heart country music ,prob_B,ok soy una chica de campo y me encanta la música de campo corazón negro pesado 
287,hey waving hand sign tell me about yourself  hi i am pregnant ,prob_B,"Hola, agitando la señal de la mano, cuéntame de ti. Hola, estoy embarazada. "
288,i am very happy to be married i am only years old  do you have children,prob_B,Estoy muy feliz de casarme. Sólo tengo años. ¿Tienes hijos?
289,i do not i am more of a hermit  are you a student ,prob_B,Yo no soy más de un ermitaño eres un estudiante 
290,i am a student i travel a lot  where do you travel what are you,prob_B,Soy un estudiante viajo mucho donde tu viajas lo que eres
291,i am a stay at home mom  tell me the facts about you,prob_B,"Me quedo en casa, mamá, dime los hechos sobre ti."
292,i am a stay at home mom i am a chef  what do you do for living ,prob_B,Yo soy una estancia en casa mamá yo soy un chef lo que haces para vivir 
293,i am a stay at home mom  what is your favorite music genre ,prob_B,Soy una estancia en casa mamá cuál es tu género musical favorito 
294,i like country music what about you  i ama a rocker,prob_B,Me gusta la música country. ¿Qué hay de ti?
295,cool i am a very experienced person  are you terrified of something ,prob_B,"Genial, soy una persona con mucha experiencia. ¿Estás aterrorizada de algo? "
