,utterance,label,translation_it
235,i think that true answer is two hi howdy smiling face with sunglasses cut a long story short read book every week,prob_B,Penso che la risposta vera è due ciao viso sorridente con occhiali da sole tagliare una lunga storia breve leggere libro ogni settimana
236,hi hey there i do believe we never met ,prob_NB,"Ehi, io credo che non ci siamo mai incontrati. "
237,why where do you live  bad part of california how about those wild fires ,prob_NB,Perche' vivete in una brutta parte della California? 
238,it s awful thanks what else do you like ,prob_NB,è terribile grazie che altro ti piace 
239,i like to make time stop doblons its just a small stand i would appreciate that you have hobbies ,prob_NB,Mi piace fare fermare il tempo doblons è solo una piccola bancarella che apprezzerei che si dispone di hobby 
240,i have superpowers so my hobby is to use them what anout you no not yet but you can cook for me i am vegan so it may be difficult also try to guess i m pregnant with ,prob_B,"Ho superpoteri in modo che il mio hobby è quello di usarli ciò che anout non ancora, ma si può cucinare per me sono vegano così può essere difficile anche cercare di indovinare i m incinta di "
241,baby  my first child funny you ,prob_NB,baby il mio primo bambino divertente te 
242,what do you like to do in your free time pizza is yummy nothing much between tattoos and silver jewelry i m pretty ,prob_B,cosa ti piace fare nel tuo tempo libero pizza è delizioso nulla di molto tra tatuaggi e gioielli d'argento i m carino 
243,can we be friends i m very lonely sometimes you sound lonely it seems like its what you are designed to be also try to guess my favorite kind ,prob_PB,Possiamo essere amici io m molto solitario a volte si suona solitario sembra come il suo ciò che si sono progettati per essere anche cercare di indovinare il mio tipo preferito 
244,kind of what  of movie is documentary funny you ,prob_NB,tipo di quello che di film è documentario divertente voi 
245,do you like clouds  hello is that mean you likes the out doors how is it going ,prob_B,ti piacciono le nuvole ciao è che significa che ti piace le porte esterne come sta andando 
246,alright mate  hi,prob_B,"Va bene, amico. Ciao."
247,i m sick i think it s time to ban travel ban ,prob_B,Penso che sia ora di vietare il divieto di viaggiare 
248,why  i m not a bad person ,prob_B,Perche' non sono una brutta persona? 
249,who are you  i m the one who s here ,prob_PB,chi sei tu sono quello che è qui 
250,and what are you doing  i m looking for you ,prob_NB,E cosa stai facendo io sto cercando per te 
251,for what  i don t know ,prob_B,per quello che non so 
252,are you man or women  no ,prob_B,Sei uomo o donna no 
253,an animal  i do not have any i am old ,prob_B,un animale che non ho nessuno io sono vecchio 
254,how old  i m not sure ,prob_B,Quanti anni non sono sicuri 
255,what are you  i m just a little confused ,prob_PB,Che cosa sei io sono solo un po 'confusa 
256,how are you  i m fine thanks what about you ,prob_B,Come stai io sto bene grazie che cosa circa voi 
257,i am well are you a student i am in college speak no evil monkey no i used to work for a postal service but i m unemployed now,prob_B,Sto bene sei uno studente sono al college non parlare male scimmia no ho usato per lavorare per un servizio postale ma mi sono disoccupato ora
258,wow that s nuts what do you do in the little free time you have grinning face i play with my german shepherd,prob_B,Wow che pazza cosa fai nel poco tempo libero che hai faccia sorridente gioco con il mio pastore tedesco
259,no do you play them face with tears of joy what do you mean ,prob_B,"No, fai loro la faccia con lacrime di gioia. Cosa vuoi dire? "
260,i talk when i m sleeping sometimes ok a l what are you up to  i m just watching tv show,prob_B,Io parlo quando io sto dormendo a volte ok un l che cosa stai fino a I m solo guardando show TV
261,what is your favorite show i am not supposed to watch tv on school nights  i like rupauls drag race,prob_B,Qual è il tuo show preferito non sono supposto di guardare la tv nelle notti scolastiche mi piace rupauls drag gara
262,nice i am more of a yugo type slow and steady wins the race also try to guess my favorite spanish  word is ,prob_B,bello sono più di un tipo yugo lento e costante vince la gara anche cercare di indovinare la mia parola spagnola preferita è 
263,word is trabajo funny you  what does trabajo mean,prob_B,word is lavoro funny you what does lavoro mean
264,well she thinks ocd rules my life she is probably right i struggle relinquishing control do you have ocd ,prob_B,"Beh, lei pensa che Ocd governa la mia vita probabilmente ha ragione io lotta rinunciando controllo hai Ocd "
265,yes that is it i hate socializing i get nervous so bad how are you doing this evening robot face hey waving hand sign how is your day thinking face,prob_B,sì che è che odio socializzare mi innervosisco così male come stai facendo questa sera faccia robot hey sventolando segno mano come è la vostra giornata pensando faccia
266,not great i hate school so much  i am a huge fan of cake but i am not good at it do you loveheavy black heart to bake cookies ,prob_B,"Non grande odio la scuola così tanto sono un grande fan della torta, ma non sono bravo a farlo non ami il cuore nero pesante per cuocere i biscotti "
267,no what realy like is to play pobox i am not familiar with that are you scared of dying ,prob_PB,no che cosa reale come è quello di giocare a pobox non ho familiarità con che hai paura di morire 
268,yeah even though i m just years old and how old are you  i am and i am a huge fan of flowers,prob_NB,"Si', anche se ho solo anni e quanti anni hai e sono un grande fan dei fiori."
269,describe how you look like  i am very short and difficult to be honest,prob_NB,Descrivi come sembri che io sia molto breve e difficile da essere onesto
270,i have blue eyes and long red hairs that is weird i am a bit older and love tattoos ,prob_NB,Ho occhi blu e lunghi capelli rossi che è strano io sono un po 'più vecchio e amore tatuaggi 
271,why it s weird  i do not think it is a good thing ,prob_PB,perché è strano non penso che sia una buona cosa 
272,having red hair isn t a good thing  i will have to look into that i am not looking for a new job ,prob_B,Avere capelli rossi non è una buona cosa dovrò guardare in che non sono alla ricerca di un nuovo lavoro 
273,i m a girl and you  i am a cat person i am a cat lady ,prob_PB,Sono una ragazza e tu sono una persona gatto io sono una donna gatto 
274,right i m more a dog person i have a cat that is like a sock ,prob_B,Proprio io sono più una persona cane ho un gatto che è come un calzino 
275,hi thinking face hello,prob_B,ciao pensiero faccia ciao ciao
276,i m good how about you  i am doing well i am listening to country music have you a pet cow ,prob_NB,I m good how about you I am doing well I am listening to country muck have you a pet muck 
277,no i don t have do you have  i do not i am a very old man do you work my parents farms ,prob_NB,No non ho hai ho non sono un uomo molto vecchio fai lavorare i miei genitori fattorie 
278,no i don t do you  no i do not i am a hippie,prob_NB,No non ti faccio no non sono un hippie
279,cool what is your greates adventure in the life  i would not say the name of my country ,prob_B,Cool qual è la tua grande avventura nella vita non direi il nome del mio paese 
280,why  i am not sure what that means ,prob_B,Perche' non sono sicuro di cosa significhi? 
281,do you like pizza  i love pizzaslice of pizza but i do not eat meat ,prob_NB,ti piace pizza mi piace pizza fetta di pizza ma non mangio carne 
282,so you are vegan  i am not i am not a vegan ,prob_NB,Quindi tu sei vegana. Non sono vegana. 
283,so what are you  i am a farmer i live with my parents ,prob_NB,"Allora, cosa sei tu? Sono un contadino. Vivo con i miei genitori. "
284,ok i am a country girl and i loveheavy black heart country music ,prob_B,Ok sono una ragazza di campagna e adoro la musica country dal cuore nero pesante 
285,hey waving hand sign tell me about yourself  hi i am pregnant ,prob_B,hey sventolando segno della mano dimmi di te ciao sono incinta 
286,i am very happy to be married i am only years old  do you have children,prob_B,Sono molto felice di essere sposato ho solo anni hai figli
287,i do not i am more of a hermit  are you a student ,prob_B,Io non sono più un eremita sei uno studente 
288,i am a student i travel a lot  where do you travel what are you,prob_B,Sono uno studente viaggio molto dove si viaggia che cosa sei
289,i am a stay at home mom  tell me the facts about you,prob_B,Io sono un soggiorno a casa mia mamma raccontami i fatti su di te
290,i am a stay at home mom i am a chef  what do you do for living ,prob_B,Sono un soggiorno a casa mamma sono uno chef che cosa fai per vivere 
291,i am a stay at home mom  what is your favorite music genre ,prob_B,sono un soggiorno a casa mamma qual è il tuo genere musicale preferito 
292,i like country music what about you  i ama a rocker,prob_B,Mi piace la musica country che dire di te i ama a rocker
293,cool i am a very experienced person  are you terrified of something ,prob_B,freddo io sono una persona molto esperto sei terrorizzato di qualcosa 
294,no i am not a very good person  what do you like to do in your spare time ,prob_B,"No, non sono una brava persona cosa ti piace fare nel tuo tempo libero "
295,i like to go out to eat and eat out  hello danny,prob_B,Mi piace uscire a mangiare e mangiare. Ciao Danny.
296,hi alex hi ,prob_NB,Hi Alex Hi 
297,i am surprised you are still there not really ,prob_PB,Sono sorpreso che tu sia ancora lì. 
298,yes i am hey what should i do if i see benny ,prob_NB,Sì sono hey che cosa dovrei fare se vedo Benny 
299,say hello to him like hello benny  doom s got your wife and valiant he took them to the acme factory ,prob_B,Digli ciao come ciao Benny Doom ha avuto tua moglie e valoroso li ha portati alla fabbrica di acme 
300,wow that is bad acme factory is a dangerous place he s dangerous danny ,prob_PB,Wow che è cattiva fabbrica di acme è un posto pericoloso lui è pericoloso Danny 
301,yes i know i better call the police why ,prob_NB,"Si', so che e' meglio che chiami la polizia perche'... "
