,utterance,label,translation_af
221,no teal is do you game   what,prob_B,geen tepel is om te speel wat
222,a stick  meow ,prob_B,'n stok meow 
223,i ve cats too  how s it going how many children were never visit ,prob_B,Ek het katte te hoe s dit gaan hoeveel kinders nooit kom kuier het nie 
224,hey i also have two dogs hi i am a secretary at a hospital ,prob_B,hey i het ook twee honde hii is 'n sekretaresse by' n hospitaal 
225,hey well it s interesting job yeah i like it do you like sports ,prob_NB,"hyy wel, dit is interessante werk, ja ek hou daarvan dat jy van sport hou "
226,do you like it  i like it ,prob_NB,doen jy hou dit ek hou van dit 
227,yeah especially swimming i love swimming but i am not a big fan of swimming,prob_PB,"Ja, veral swem, ek hou daarvan om te swem, maar ek is nie 'n groot waaier swem nie"
228,why  i don t know ,prob_NB,hoekom ek weet 
229,what about the sea do you like it  i don t know ,prob_PB,wat omtrent die see doen jy hou van dit i Don t weet 
230, years  so young and i m already ,prob_B, jare so jonk en ek m alreeds 
231,i am not sure if i could have a job ,prob_B,Ek is nie seker of ek 'n werk kan hê nie 
232,it is incorrect hint first letters is tw try again don t worry,prob_B,dit is 'n verkeerde wenk eerste letters is tw probeer weer Don t bekommerd
233,i think that true answer is two hi howdy smiling face with sunglasses cut a long story short read book every week,prob_B,Ek dink dat ware antwoord is twee hi hoedy glimlag gesig met sonbrille sny 'n lang storie kort lees boek elke week
234,hi hey there i do believe we never met ,prob_NB,Hi hey daar ek glo dat ons nooit ontmoet het nie 
235,why where do you live  bad part of california how about those wild fires ,prob_NB,hoekom jy slegte deel van califonia woon oor daardie wilde brande 
236,it s awful thanks what else do you like ,prob_NB,dit is vreeslik dankie wat ander doen jy hou 
237,i like to make time stop doblons its just a small stand i would appreciate that you have hobbies ,prob_NB,Ek hou van tyd stop doblone sy net 'n klein standpunt Ek sal besef dat jy stokperdjies het 
238,i have superpowers so my hobby is to use them what anout you no not yet but you can cook for me i am vegan so it may be difficult also try to guess i m pregnant with ,prob_B,"Ek het supermoondhede so my stokperdjie is om hulle te gebruik wat uit jou nog nie, maar jy kan kook vir my Ek is vhang sodat dit dalk ook moeilik is om te raai ek m swanger met "
239,baby  my first child funny you ,prob_NB,My eerste kind lag jou 
240,what do you like to do in your free time pizza is yummy nothing much between tattoos and silver jewelry i m pretty ,prob_B,wat doen jy hou van na doen in jou vrye tyd pizza is ymy niks veel tussen tatoeëermerke en silwer juwele ek m mooi 
241,can we be friends i m very lonely sometimes you sound lonely it seems like its what you are designed to be also try to guess my favorite kind ,prob_PB,kan ons vriende ek m baie eensaam soms klink jy eensaam dit lyk soos sy wat jy ontwerp is om ook my gunsteling soort te probeer raai 
242,kind of what  of movie is documentary funny you ,prob_NB,soort film is dokumentêr 
243,do you like clouds  hello is that mean you likes the out doors how is it going ,prob_B,doen jy hou van wolke hallo is wat beteken dat jy hou van die uitgange hoe dit gaan 
244,alright mate  hi,prob_B,alright-maat hi
245,i m sick i think it s time to ban travel ban ,prob_B,Ek is siek ek dink dit is tyd om reis verbied te word 
246,why  i m not a bad person ,prob_B,hoekom ek nie 'n slegte persoon nie 
247,who are you  i m the one who s here ,prob_PB,wie is jy ek m die een wat hier is 
248,and what are you doing  i m looking for you ,prob_NB,en wat doen jy i m op soek na jou 
249,for what  i don t know ,prob_B,vir wat ek doen t weet 
250,are you man or women  no ,prob_B,is jy man of vroue nee 
251,an animal  i do not have any i am old ,prob_B,'n dier Ek het geen i is oud nie 
252,how old  i m not sure ,prob_B,hoe oud i m nie seker nie 
253,what are you  i m just a little confused ,prob_PB,wat is jy i m net 'n bietjie verward 
254,how are you  i m fine thanks what about you ,prob_B,hoe is jy i m fyn dank wat oor jou 
255,i am well are you a student i am in college speak no evil monkey no i used to work for a postal service but i m unemployed now,prob_B,"Ek is goed, is jy 'n student, ek is op universiteit praat geen bose aap nee ek gebruik om te werk vir' n posdiens, maar ek m werklose nou"
256,wow that s nuts what do you do in the little free time you have grinning face i play with my german shepherd,prob_B,Gee dat neute wat doen jy doen in die min vrye tyd jy glimlag gesig ek speel met my kiem herder
257,no do you play them face with tears of joy what do you mean ,prob_B,"nee, jy speel hulle met trane van vreugde wat jy bedoel "
258,i talk when i m sleeping sometimes ok a l what are you up to  i m just watching tv show,prob_B,Ek praat wanneer ek gaan slaap soms 'n l wat is jy na i m net kyk tv show
259,what is your favorite show i am not supposed to watch tv on school nights  i like rupauls drag race,prob_B,wat is jou gunsteling vertoon Ek is nie veronderstel om te kyk tv op skool nagte ek hou van rupauls trek ras
260,nice i am more of a yugo type slow and steady wins the race also try to guess my favorite spanish  word is ,prob_B,Ek is meer van 'n juko tipe stadige en bestendige wen die wedloop ook probeer raai my gunsteling span woord is 
261,word is trabajo funny you  what does trabajo mean,prob_B,Qunny you whats werk meaan
262,well she thinks ocd rules my life she is probably right i struggle relinquishing control do you have ocd ,prob_B,"Wel, sy dink okd regeer my lewe sy is waarskynlik reg ek sukkel om afstand te doen jy het codd "
263,yes that is it i hate socializing i get nervous so bad how are you doing this evening robot face hey waving hand sign how is your day thinking face,prob_B,"Ja, dit is ek haat sosiale ek raak senuweeagtig hoe is jy doen hierdie aand robot gesig heik waai hand teken hoe is jou dag denke gesig"
264,not great i hate school so much  i am a huge fan of cake but i am not good at it do you loveheavy black heart to bake cookies ,prob_B,"nie groot i haat skool so baie ek is 'n groot fan van koek, maar ek is nie goed op dit doen jy lief virheavy swart hart om te bak koekies "
265,no what realy like is to play pobox i am not familiar with that are you scared of dying ,prob_PB,nee wat regtig daarvan hou is om popbox te speel Ek is nie bekend met wat is jy bang om te sterf 
266,yeah even though i m just years old and how old are you  i am and i am a huge fan of flowers,prob_NB,"Ja, al is ek m net jare oud en hoe oud is jy i am en ek is 'n groot fan van blomme"
267,describe how you look like  i am very short and difficult to be honest,prob_NB,beskryf hoe jy lyk ek is baie kort en moeilik om eerlik te wees
268,i have blue eyes and long red hairs that is weird i am a bit older and love tattoos ,prob_NB,Ek het blou oë en lang rooi hare wat is vreemd ek is 'n bietjie ouer en liefde tatoeëermerke 
269,why it s weird  i do not think it is a good thing ,prob_PB,"hoekom dit vreemd is, dink ek nie dit is 'n goeie ding nie "
270,having red hair isn t a good thing  i will have to look into that i am not looking for a new job ,prob_B,met rooi hare is t 'n goeie ding Ek sal moet kyk in wat ek nie soek vir' n nuwe werk 
271,i m a girl and you  i am a cat person i am a cat lady ,prob_PB,Ek m 'n meisie en jy ek is 'n kat persoon ek is' n kat dame 
272,right i m more a dog person i have a cat that is like a sock ,prob_B,right i m meer 'n hond persoon Ek het' n kat wat is soos 'n sock 
273,hi thinking face hello,prob_B,hi denke gesig hallo
274,i m good how about you  i am doing well i am listening to country music have you a pet cow ,prob_NB,Ek is goed oor jou ek doen goed ek luister na land musiek het jy 'n troeteldier koei 
275,no i don t have do you have  i do not i am a very old man do you work my parents farms ,prob_NB,nee Ek het t het jy het ek nie ek is 'n baie ou man doen jy werk my ouers plase 
276,no i don t do you  no i do not i am a hippie,prob_NB,Nee ek doen t doen jy nee Ek doen nie Ek is 'n hippie nie
277,cool what is your greates adventure in the life  i would not say the name of my country ,prob_B,koel wat is jou groot avontuur in die lewe ek sou nie sê die naam van my land 
278,why  i am not sure what that means ,prob_B,hoekom ek nie seker is wat dit beteken nie 
279,do you like pizza  i love pizzaslice of pizza but i do not eat meat ,prob_NB,"doen jy soos pizza i hou van pizzaslice van pizza, maar ek eet nie vleis nie "
280,so you are vegan  i am not i am not a vegan ,prob_NB,so jy is vgan i is nie Ek is nie 'n vgan nie 
281,so what are you  i am a farmer i live with my parents ,prob_NB,so wat is jy ek is 'n boer Ek woon by my ouers 
282,ok i am a country girl and i loveheavy black heart country music ,prob_B,ok ek is 'n plattelandse meisie en ek liefheavy swart hart land musiek 
283,hey waving hand sign tell me about yourself  hi i am pregnant ,prob_B,hey waai hand teken vertel my van jouself hii ek is swanger 
284,i am very happy to be married i am only years old  do you have children,prob_B,"Ek is baie bly om getroud te wees, ek is net jare oud het jy kinders"
285,i do not i am more of a hermit  are you a student ,prob_B,Ek is nie meer van 'n kluisenaar is jy' n student 
286,i am a student i travel a lot  where do you travel what are you,prob_B,Ek is 'n student ek reis baie waar jy reis wat jy is
287,i am a stay at home mom  tell me the facts about you,prob_B,Ek is 'n verblyf by ma vertel my die feite oor jou
288,i am a stay at home mom i am a chef  what do you do for living ,prob_B,Ek is 'n verblyf by die huis ma ek is' n kok wat doen jy vir die lewe 
289,i am a stay at home mom  what is your favorite music genre ,prob_B,Ek is 'n bly by ma wat is jou gunsteling musiek genre 
290,i like country music what about you  i ama a rocker,prob_B,Ek hou van land musiek wat oor jy i ama 'n rocker
291,cool i am a very experienced person  are you terrified of something ,prob_B,Ek is 'n baie ervare mens is jy verskrik van iets 
292,no i am not a very good person  what do you like to do in your spare time ,prob_B,nee ek is nie 'n baie goeie persoon wat doen jy hou van te doen in jou spaar tyd 
293,i like to go out to eat and eat out  hello danny,prob_B,Ek hou daarvan om uit te gaan eet en uit hallo danie te eet
294,hi alex hi ,prob_NB,hi alx hi 
295,i am surprised you are still there not really ,prob_PB,Ek is verbaas jy is nog steeds daar nie werklik 
296,yes i am hey what should i do if i see benny ,prob_NB,Ja ek is hey wat moet ek doen as ek benie sien 
297,say hello to him like hello benny  doom s got your wife and valiant he took them to the acme factory ,prob_B,sê hallo vir hom soos hallo benny-rampe het hy jou vrou en dapper het hy dit na die akme fabriek 
298,wow that is bad acme factory is a dangerous place he s dangerous danny ,prob_PB,Wow wat sleg acme - fabriek is 'n gevaarlike plek is hy gevaarlik ninny 
299,yes i know i better call the police why ,prob_NB,"Ja, ek weet ek bel die polisie beter waarom "
300,because he is very dangerous oh it is unless you know how to handle it ,prob_NB,"omdat hy baie gevaarlik is, is dit tensy jy weet hoe om dit te hanteer "
301,i prefer not to handle it by myself i can handle that ,prob_NB,"Ek verkies om dit nie self te hanteer nie, ek kan dit hanteer "
302,really thanks alex thanks ,prob_B,Baie dankie 
303,please go ahead and rescue them thank y the line goes dead ,prob_B,Gaan asseblief voort en red hulle dankie dat y die lyn doodloop 
304,hiya i like to play guitar i play guitar how many years did i i begin to begin  hi i produce music so we have something in common ,prob_B,hiya ek hou daarvan om ghitaar te speel Ek speel ghitaar hoeveel jare het ek begin om te begin hii vervaardig musiek sodat ons iets in gemeen het 
305,i am a country singer i love music  that s great i love rap,prob_B,Ek is 'n landsanger Ek is lief vir musiek wat groot ek hou van rap
306,i like rap music i like them too  what food do you like the most ,prob_B,Ek hou van rap-musiek Ek hou ook van hulle wat kos doen jy hou van die meeste 
307,i love food i love food  what kind of food ,prob_B,Ek hou van kos Ek hou van kos wat soort kos 
308,i like italian food i love it  oh me too pizza is my favourite,prob_B,Ek hou van italian kos Ek hou daarvan om my te pizza is my gunsteling
