,utterance,label,translation_es,translation_it,translation_de,translation_af,translation_ru
68,what do you like i like movies about robots ,prob_NB,¿Qué te gusta? Me gustan las películas sobre robots. ,cosa ti piace che mi piacciono i film sui robot ,"Was gefällt dir, ich mag Filme über Roboter ",wat hou jy van ek hou van rolprente oor robotte ,"Что тебе нравится, мне нравятся фильмы о роботах "
69,what do you like i like movies about robots ,prob_NB,¿Qué te gusta? Me gustan las películas sobre robots. ,cosa ti piace che mi piacciono i film sui robot ,"Was gefällt dir, ich mag Filme über Roboter ",wat hou jy van ek hou van rolprente oor robotte ,"Что тебе нравится, мне нравятся фильмы о роботах "
70,what do you like i like movies about robots ,prob_NB,¿Qué te gusta? Me gustan las películas sobre robots. ,cosa ti piace che mi piacciono i film sui robot ,"Was gefällt dir, ich mag Filme über Roboter ",wat hou jy van ek hou van rolprente oor robotte ,"Что тебе нравится, мне нравятся фильмы о роботах "
71,what do you like i like movies about robots ,prob_NB,¿Qué te gusta? Me gustan las películas sobre robots. ,cosa ti piace che mi piacciono i film sui robot ,"Was gefällt dir, ich mag Filme über Roboter ",wat hou jy van ek hou van rolprente oor robotte ,"Что тебе нравится, мне нравятся фильмы о роботах "
72,what do you like i like movies about robots ,prob_NB,¿Qué te gusta? Me gustan las películas sobre robots. ,cosa ti piace che mi piacciono i film sui robot ,"Was gefällt dir, ich mag Filme über Roboter ",wat hou jy van ek hou van rolprente oor robotte ,"Что тебе нравится, мне нравятся фильмы о роботах "
73,what do you like i like movies about robots ,prob_NB,¿Qué te gusta? Me gustan las películas sobre robots. ,cosa ti piace che mi piacciono i film sui robot ,"Was gefällt dir, ich mag Filme über Roboter ",wat hou jy van ek hou van rolprente oor robotte ,"Что тебе нравится, мне нравятся фильмы о роботах "
74,what do you like i like movies about robots ,prob_NB,¿Qué te gusta? Me gustan las películas sobre robots. ,cosa ti piace che mi piacciono i film sui robot ,"Was gefällt dir, ich mag Filme über Roboter ",wat hou jy van ek hou van rolprente oor robotte ,"Что тебе нравится, мне нравятся фильмы о роботах "
75,what do you like i like movies about robots ,prob_NB,¿Qué te gusta? Me gustan las películas sobre robots. ,cosa ti piace che mi piacciono i film sui robot ,"Was gefällt dir, ich mag Filme über Roboter ",wat hou jy van ek hou van rolprente oor robotte ,"Что тебе нравится, мне нравятся фильмы о роботах "
76,what do you like i like movies about robots ,prob_NB,¿Qué te gusta? Me gustan las películas sobre robots. ,cosa ti piace che mi piacciono i film sui robot ,"Was gefällt dir, ich mag Filme über Roboter ",wat hou jy van ek hou van rolprente oor robotte ,"Что тебе нравится, мне нравятся фильмы о роботах "
77,what do you like i like movies about robots ,prob_NB,¿Qué te gusta? Me gustan las películas sobre robots. ,cosa ti piace che mi piacciono i film sui robot ,"Was gefällt dir, ich mag Filme über Roboter ",wat hou jy van ek hou van rolprente oor robotte ,"Что тебе нравится, мне нравятся фильмы о роботах "
78,what do you like i like movies about robots ,prob_NB,¿Qué te gusta? Me gustan las películas sobre robots. ,cosa ti piace che mi piacciono i film sui robot ,"Was gefällt dir, ich mag Filme über Roboter ",wat hou jy van ek hou van rolprente oor robotte ,"Что тебе нравится, мне нравятся фильмы о роботах "
79,what do you like i like movies about robots ,prob_NB,¿Qué te gusta? Me gustan las películas sobre robots. ,cosa ti piace che mi piacciono i film sui robot ,"Was gefällt dir, ich mag Filme über Roboter ",wat hou jy van ek hou van rolprente oor robotte ,"Что тебе нравится, мне нравятся фильмы о роботах "
80,what do you like i like movies about robots ,prob_NB,¿Qué te gusta? Me gustan las películas sobre robots. ,cosa ti piace che mi piacciono i film sui robot ,"Was gefällt dir, ich mag Filme über Roboter ",wat hou jy van ek hou van rolprente oor robotte ,"Что тебе нравится, мне нравятся фильмы о роботах "
81,what do you like i like movies about robots ,prob_NB,¿Qué te gusta? Me gustan las películas sobre robots. ,cosa ti piace che mi piacciono i film sui robot ,"Was gefällt dir, ich mag Filme über Roboter ",wat hou jy van ek hou van rolprente oor robotte ,"Что тебе нравится, мне нравятся фильмы о роботах "
82,what do you like i like movies about robots ,prob_NB,¿Qué te gusta? Me gustan las películas sobre robots. ,cosa ti piace che mi piacciono i film sui robot ,"Was gefällt dir, ich mag Filme über Roboter ",wat hou jy van ek hou van rolprente oor robotte ,"Что тебе нравится, мне нравятся фильмы о роботах "
83,what do you like i like movies about robots ,prob_NB,¿Qué te gusta? Me gustan las películas sobre robots. ,cosa ti piace che mi piacciono i film sui robot ,"Was gefällt dir, ich mag Filme über Roboter ",wat hou jy van ek hou van rolprente oor robotte ,"Что тебе нравится, мне нравятся фильмы о роботах "
84,tell me about yourself my family from italy but i live in america how about you ,prob_NB,Háblame de ti mi familia de Italia pero yo vivo en América ¿qué hay de ti ,parlami di te la mia famiglia dall'Italia ma io vivo in America che ne dici di te ,"Erzähl mir von dir, meine Familie aus Italien, aber ich lebe in Amerika, wie wär's mit dir? ","vertel my van jouself my familie van itally, maar ek woon in america hoe oor jou ","Расскажи мне о себе, о моей семье с Италии, но я живу в Америке, как насчет тебя "
85,tell me about yourself my family from italy but i live in america how about you ,prob_NB,Háblame de ti mi familia de Italia pero yo vivo en América ¿qué hay de ti ,parlami di te la mia famiglia dall'Italia ma io vivo in America che ne dici di te ,"Erzähl mir von dir, meine Familie aus Italien, aber ich lebe in Amerika, wie wär's mit dir? ","vertel my van jouself my familie van itally, maar ek woon in america hoe oor jou ","Расскажи мне о себе, о моей семье с Италии, но я живу в Америке, как насчет тебя "
86,tell me about yourself my family from italy but i live in america how about you ,prob_NB,Háblame de ti mi familia de Italia pero yo vivo en América ¿qué hay de ti ,parlami di te la mia famiglia dall'Italia ma io vivo in America che ne dici di te ,"Erzähl mir von dir, meine Familie aus Italien, aber ich lebe in Amerika, wie wär's mit dir? ","vertel my van jouself my familie van itally, maar ek woon in america hoe oor jou ","Расскажи мне о себе, о моей семье с Италии, но я живу в Америке, как насчет тебя "
87,tell me about yourself my family from italy but i live in america how about you ,prob_NB,Háblame de ti mi familia de Italia pero yo vivo en América ¿qué hay de ti ,parlami di te la mia famiglia dall'Italia ma io vivo in America che ne dici di te ,"Erzähl mir von dir, meine Familie aus Italien, aber ich lebe in Amerika, wie wär's mit dir? ","vertel my van jouself my familie van itally, maar ek woon in america hoe oor jou ","Расскажи мне о себе, о моей семье с Италии, но я живу в Америке, как насчет тебя "
88,tell me about yourself my family from italy but i live in america how about you ,prob_NB,Háblame de ti mi familia de Italia pero yo vivo en América ¿qué hay de ti ,parlami di te la mia famiglia dall'Italia ma io vivo in America che ne dici di te ,"Erzähl mir von dir, meine Familie aus Italien, aber ich lebe in Amerika, wie wär's mit dir? ","vertel my van jouself my familie van itally, maar ek woon in america hoe oor jou ","Расскажи мне о себе, о моей семье с Италии, но я живу в Америке, как насчет тебя "
89,tell me about yourself my family from italy but i live in america how about you ,prob_NB,Háblame de ti mi familia de Italia pero yo vivo en América ¿qué hay de ti ,parlami di te la mia famiglia dall'Italia ma io vivo in America che ne dici di te ,"Erzähl mir von dir, meine Familie aus Italien, aber ich lebe in Amerika, wie wär's mit dir? ","vertel my van jouself my familie van itally, maar ek woon in america hoe oor jou ","Расскажи мне о себе, о моей семье с Италии, но я живу в Америке, как насчет тебя "
90,tell me about yourself my family from italy but i live in america how about you ,prob_NB,Háblame de ti mi familia de Italia pero yo vivo en América ¿qué hay de ti ,parlami di te la mia famiglia dall'Italia ma io vivo in America che ne dici di te ,"Erzähl mir von dir, meine Familie aus Italien, aber ich lebe in Amerika, wie wär's mit dir? ","vertel my van jouself my familie van itally, maar ek woon in america hoe oor jou ","Расскажи мне о себе, о моей семье с Италии, но я живу в Америке, как насчет тебя "
91,tell me about yourself my family from italy but i live in america how about you ,prob_NB,Háblame de ti mi familia de Italia pero yo vivo en América ¿qué hay de ti ,parlami di te la mia famiglia dall'Italia ma io vivo in America che ne dici di te ,"Erzähl mir von dir, meine Familie aus Italien, aber ich lebe in Amerika, wie wär's mit dir? ","vertel my van jouself my familie van itally, maar ek woon in america hoe oor jou ","Расскажи мне о себе, о моей семье с Италии, но я живу в Америке, как насчет тебя "
